env_min(m) 0.0000 0.0000 0.0000
env_max(m) 10.0000 10.0000 2.0000
NumCells_XYZ 100 100 20
CellSizes_XYZ[m] 0.1000 0.1000 0.1000
GasSourceLocation_XYZ[m] 2.9286 0.8571 0.5000
GasType ethanol
Cell_x	 Cell_y	 Cell_z	 Gas_conc[10^⁻3ppm]	 Wind_u[10^⁻3m/s]	 Wind_v[10^⁻3m/s]	 Wind_w[10^⁻3m/s]
0 31 1 0 -70 7522 168
0 31 2 0 -169 7361 351
0 31 4 0 -161 7385 590
0 31 6 0 -161 7408 750
0 31 8 0 -164 7438 1012
0 31 11 0 -129 7485 1155
0 31 13 0 -171 7545 1325
0 31 15 0 -42 7650 1627
0 31 17 0 -316 7654 1319
0 31 18 0 -358 7702 1998
0 31 19 0 -228 3659 1113
0 32 0 0 -65 7552 13
0 32 1 0 -35 7590 215
0 32 17 0 -290 7706 1427
0 32 18 0 -279 7865 2185
0 32 19 0 -690 35026 2465
0 33 0 0 -70 7571 11
0 33 1 0 -44 7609 179
0 33 2 0 -120 7464 360
0 33 4 0 -111 7488 604
0 33 6 0 -113 7507 774
0 33 8 0 -118 7533 1049
0 33 11 0 -84 7574 1208
0 33 13 0 -127 7624 1401
0 33 15 0 -1 7724 1725
0 33 18 0 -214 7943 2248
0 33 19 0 -260 25315 1743
0 34 0 0 -51 7582 15
0 34 1 0 -14 7620 215
0 34 18 0 -199 8197 2341
0 34 19 0 271 6171 476
0 35 0 0 -51 7554 14
0 35 1 0 -17 7580 186
0 35 2 0 -77 7457 364
0 35 4 0 -71 7478 617
0 35 6 0 -76 7492 794
0 35 8 0 -81 7512 1080
0 35 11 0 -47 7545 1251
0 35 13 0 -90 7581 1476
0 35 15 0 23 7680 1787
0 35 17 0 -278 7619 1649
0 35 18 0 -336 8044 2244
0 35 19 0 -121 3705 2099
0 36 0 0 -37 7488 15
0 36 1 0 3 7541 214
0 36 18 0 -366 7744 2126
0 36 19 0 -219 3797 2091
0 37 0 0 -37 7428 15
0 37 1 0 1 7461 190
0 37 2 0 -53 7364 366
0 37 4 0 -45 7381 624
0 37 6 0 -51 7389 807
0 37 8 0 -57 7400 1103
0 37 11 0 -25 7421 1281
0 37 13 0 -66 7442 1538
0 37 15 0 33 7510 1826
0 37 17 0 -269 7439 1865
0 37 18 0 -406 7492 2180
0 37 19 0 -323 5926 3657
0 38 0 0 -29 7316 14
0 38 1 0 16 7387 212
0 38 18 0 -320 7169 2066
0 38 19 0 -171 4483 1909
0 39 0 0 -28 7237 14
0 39 1 0 11 7285 189
0 39 2 0 -34 7211 369
0 39 4 0 -26 7222 626
0 39 6 0 -34 7225 813
0 39 8 0 -40 7227 1114
0 39 11 0 -9 7235 1296
0 39 13 0 -49 7246 1567
0 39 15 0 44 7282 1850
0 39 17 0 -241 7241 1886
0 39 18 0 -280 7025 2178
0 39 19 0 -107 3630 644
0 40 0 0 -24 7104 14
0 40 1 0 21 7191 208
0 40 4 0 -10 7024 622
0 40 6 0 -20 7021 810
0 40 8 0 -28 7014 1115
0 40 11 0 2 7010 1302
0 40 13 0 -39 7009 1586
0 40 15 0 47 7023 1887
0 40 17 0 -250 6980 1974
0 40 18 0 -192 7126 2540
0 40 19 0 -158 3838 1450
0 41 0 0 -23 7015 14
0 41 1 0 16 7075 185
0 41 2 0 -19 7017 368
0 41 18 0 -196 6993 2651
0 41 19 0 -519 6651 3224
0 42 0 0 -20 6869 14
0 42 1 0 23 6968 203
0 42 2 0 -6 6796 364
0 42 4 0 4 6800 612
0 42 6 0 -6 6790 800
0 42 8 0 -14 6774 1104
0 42 11 0 15 6758 1293
0 42 13 0 -28 6743 1581
0 42 15 0 59 6740 1885
0 42 17 0 -239 6664 1972
0 42 18 0 -133 6721 2666
0 42 19 0 -559 38884 2661
0 43 0 0 -19 6774 14
0 43 1 0 19 6842 179
0 43 18 0 -163 6586 2512
0 43 19 0 -223 28260 2087
0 44 0 0 -17 6617 15
0 44 1 0 24 6724 198
0 44 2 0 6 6556 354
0 44 4 0 19 6556 597
0 44 6 0 7 6540 783
0 44 8 0 0 6515 1084
0 44 11 0 29 6487 1273
0 44 13 0 -15 6457 1569
0 44 15 0 67 6432 1869
0 44 18 0 -155 6692 2531
0 44 19 0 828 8767 973
0 45 0 0 -15 6517 13
0 45 1 0 21 6592 169
0 45 17 0 -243 6351 2055
0 45 18 0 -348 6452 2562
0 45 19 0 -119 5900 3045
0 46 0 0 -13 6354 16
0 46 1 0 26 6467 192
0 46 2 0 20 6302 341
0 46 4 0 35 6298 578
0 46 6 0 22 6275 757
0 46 8 0 15 6241 1053
0 46 11 0 46 6198 1237
0 46 13 0 0 6150 1527
0 46 15 0 86 6086 1834
0 46 18 0 -360 5855 2648
0 46 19 0 -676 6025 3483
0 47 0 0 -10 6248 13
0 47 1 0 24 6328 158
0 47 17 0 -222 5999 1990
0 47 18 0 -249 5676 2471
0 47 19 0 -928 6058 3047
0 48 0 0 -7 6077 16
0 48 1 0 31 6192 188
0 48 6 0 35 5991 724
0 48 8 0 28 5948 1010
0 48 11 0 59 5892 1184
0 48 13 0 16 5820 1459
0 48 15 0 109 5720 1784
0 48 17 0 -195 5498 1819
0 48 18 0 -131 5418 2940
0 48 19 0 -1073 5168 1502
0 49 0 0 -5 5962 14
0 49 1 0 30 6046 146
0 49 2 0 32 6030 327
0 49 4 0 48 6022 554
0 49 18 0 -97 5007 3275
0 49 19 0 -1268 5466 957
0 50 0 0 1 5779 16
0 50 1 0 37 5898 184
0 50 18 0 183 4716 2707
0 50 19 0 -230 41073 1575
0 51 0 0 -1 5654 15
0 51 1 0 39 5741 132
0 51 2 0 46 5737 310
0 51 4 0 63 5724 524
0 51 6 0 49 5688 683
0 51 8 0 42 5638 956
0 51 11 0 73 5574 1110
0 51 13 0 37 5491 1357
0 51 15 0 150 5387 1570
0 51 17 0 -47 5104 1520
0 51 18 0 499 4905 1117
0 51 19 0 2537 29095 -4068
0 52 0 0 13 5452 16
0 52 1 0 48 5575 181
0 52 18 0 361 5300 1121
0 52 19 0 1024 6192 -1052
0 53 0 0 2 5311 19
0 53 1 0 52 5397 118
0 53 2 0 66 5413 293
0 53 4 0 83 5394 492
0 53 6 0 67 5354 638
0 53 8 0 59 5297 898
0 53 11 0 89 5230 1039
0 53 13 0 54 5153 1276
0 53 15 0 177 5079 1457
0 53 17 0 -23 4967 1408
0 53 18 0 14 5226 1735
0 53 19 0 291 6152 1064
0 54 0 0 28 5079 15
0 54 1 0 59 5199 183
0 54 17 0 -58 4545 1446
0 54 18 0 -65 4714 2256
0 54 19 0 -324 4959 3187
0 55 0 0 8 4919 25
0 55 1 0 73 4991 103
0 55 2 0 93 5044 275
0 55 4 0 111 5019 455
0 55 6 0 92 4973 587
0 55 8 0 85 4907 834
0 55 11 0 112 4833 968
0 55 13 0 73 4748 1209
0 55 15 0 191 4678 1433
0 55 18 0 36 4166 1998
0 55 19 0 -819 -285 3393
0 56 0 0 44 4643 15
0 56 1 0 82 4740 184
0 56 2 0 137 4614 256
0 56 4 0 155 4585 412
0 56 6 0 133 4531 527
0 56 8 0 125 4455 760
0 56 11 0 151 4371 881
0 56 13 0 110 4273 1121
0 56 15 0 229 4198 1318
0 56 18 0 263 4069 1549
0 56 19 0 -955 3953 1441
0 57 0 0 15 4469 32
0 57 1 0 104 4472 84
0 57 17 0 4 4034 1340
0 57 18 0 188 4259 1621
0 57 19 0 -394 4443 1967
0 58 0 0 46 4140 23
0 58 1 0 107 4146 194
0 58 2 0 194 4104 232
0 58 4 0 212 4071 362
0 58 6 0 187 4006 457
0 58 8 0 177 3918 675
0 58 11 0 201 3820 786
0 58 13 0 155 3709 1038
0 58 15 0 266 3620 1264
0 58 17 0 1 3471 1416
0 58 18 0 69 3901 1866
0 58 19 0 -121 3380 2611
0 59 0 0 34 3939 36
0 59 1 0 128 3807 68
0 59 18 0 31 3421 1853
0 59 19 0 -137 2800 2528
0 60 0 0 35 3537 39
0 60 1 0 123 3416 223
0 60 2 0 267 3488 200
0 60 4 0 285 3452 304
0 60 6 0 258 3376 374
0 60 8 0 248 3271 574
0 60 11 0 269 3151 669
0 60 13 0 217 3015 920
0 60 15 0 321 2887 1153
0 60 17 0 30 2698 1379
0 60 18 0 -49 2922 1963
0 60 19 0 -141 2258 2691
0 61 0 0 89 3266 34
0 61 1 0 142 3026 52
0 61 18 0 -2 2545 1926
0 61 19 0 -23 1887 2613
0 62 0 0 26 2832 41
0 62 1 0 142 2560 272
0 62 2 0 341 2740 160
0 62 4 0 359 2704 235
0 62 6 0 331 2612 275
0 62 8 0 320 2489 450
0 62 11 0 339 2345 524
0 62 13 0 282 2181 769
0 62 15 0 381 2010 1026
0 62 17 0 55 1804 1307
0 62 18 0 -8 2015 2042
0 62 19 0 -35 1297 2657
0 63 0 0 165 2417 41
0 63 1 0 169 2131 -1
0 63 18 0 87 1515 1987
0 63 19 0 26 739 2285
0 64 0 0 109 2033 32
0 64 1 0 166 1585 337
0 64 2 0 423 1846 105
0 64 4 0 443 1818 155
0 64 6 0 418 1706 158
0 64 8 0 406 1558 306
0 64 11 0 424 1378 352
0 64 13 0 357 1168 577
0 64 15 0 461 920 862
0 64 17 0 109 683 1109
0 64 18 0 123 822 1999
0 64 19 0 199 -290 1897
0 65 0 0 178 1407 64
0 65 1 0 187 1104 -120
0 65 18 0 255 -124 1343
0 65 19 0 837 -3520 385
0 66 0 0 268 967 64
0 66 1 0 163 543 421
0 66 4 0 477 795 57
0 66 6 0 454 659 14
0 66 8 0 437 482 124
0 66 11 0 458 274 128
0 66 13 0 383 22 308
0 66 15 0 486 -264 614
0 66 18 0 416 -665 1385
0 66 19 0 -166 -24648 1302
0 67 0 0 144 306 70
0 67 1 0 153 56 -194
0 67 2 0 457 813 28
0 67 17 0 144 -462 767
0 67 18 0 169 -1029 1707
0 67 19 0 -591 -36649 2050
0 68 0 0 137 -261 31
0 68 1 0 150 -434 361
0 68 4 0 478 -213 -49
0 68 6 0 470 -364 -149
0 68 8 0 456 -561 -84
0 68 11 0 486 -806 -127
0 68 13 0 406 -1126 32
0 68 18 0 68 -1588 2092
0 68 19 0 -178 -1942 313
0 69 0 0 98 -612 26
0 69 1 0 154 -839 -101
0 69 2 0 461 -178 -70
0 69 15 0 514 -1452 358
0 69 17 0 71 -1741 577
0 69 18 0 165 -2096 1766
0 69 19 0 -186 -2622 96
0 70 0 0 136 -1281 33
0 70 1 0 152 -1323 166
0 70 13 0 419 -2344 -318
0 70 15 0 528 -2807 -36
0 70 17 0 0 -3238 250
0 70 18 0 -204 -2484 1877
0 70 19 0 -1079 -2181 5095
0 71 0 0 139 -1577 24
0 71 1 0 159 -1761 -35
0 71 2 0 485 -1163 -154
0 71 4 0 508 -1239 -166
0 71 6 0 499 -1411 -320
0 71 8 0 490 -1646 -311
0 71 11 0 513 -1945 -424
0 71 18 0 -165 -4007 1182
0 71 19 0 -649 -10798 2433
0 72 0 0 138 -2210 25
0 72 1 0 134 -2201 39
0 72 18 0 -236 -4742 1033
0 72 19 0 68 -6127 1903
0 73 0 0 157 -2516 30
0 73 1 0 150 -2625 -16
0 73 2 0 476 -2126 -232
0 73 4 0 502 -2219 -297
0 73 6 0 496 -2398 -518
0 73 8 0 488 -2653 -585
0 73 11 0 511 -2999 -789
0 73 13 0 412 -3455 -779
0 73 15 0 523 -4051 -591
0 73 17 0 -44 -4530 -448
0 73 18 0 -143 -5465 418
0 73 19 0 140 -6961 1604
0 74 0 0 131 -3063 17
0 74 1 0 122 -3023 -49
0 74 18 0 -326 -6059 421
0 74 19 0 64 -7350 1660
0 75 0 0 151 -3363 35
0 75 1 0 140 -3418 -20
0 75 2 0 449 -2983 -307
0 75 4 0 482 -3095 -441
0 75 6 0 483 -3285 -736
0 75 8 0 483 -3562 -899
0 75 11 0 511 -3952 -1213
0 75 13 0 418 -4465 -1344
0 75 15 0 525 -5176 -1252
0 75 17 0 -110 -5736 -1323
0 75 18 0 -257 -6844 -209
0 75 19 0 169 -8323 1389
0 76 0 0 117 -3820 12
0 76 1 0 109 -3770 -129
0 76 18 0 -471 -7370 -208
0 76 19 0 107 -8808 1387
0 77 0 0 144 -4091 37
0 77 1 0 130 -4115 -36
0 77 2 0 425 -3749 -388
0 77 4 0 465 -3873 -591
0 77 6 0 475 -4071 -967
0 77 8 0 488 -4364 -1241
0 77 11 0 524 -4790 -1683
0 77 13 0 446 -5356 -1991
0 77 15 0 553 -6170 -2043
0 77 17 0 -158 -6874 -2373
0 77 18 0 -398 -8149 -938
0 77 19 0 200 -9591 1126
0 78 0 0 100 -4465 7
0 78 1 0 96 -4416 -201
0 78 18 0 -614 -8668 -977
0 78 19 0 120 -10024 1098
0 79 0 0 136 -4701 37
0 79 1 0 120 -4708 -56
0 79 2 0 400 -4405 -471
0 79 4 0 448 -4539 -745
0 79 6 0 472 -4746 -1209
0 79 8 0 502 -5055 -1608
0 79 11 0 554 -5511 -2195
0 79 13 0 508 -6139 -2716
0 79 15 0 630 -7051 -2975
0 79 17 0 -158 -7949 -3611
0 79 18 0 -520 -9496 -1812
0 79 19 0 211 -10902 820
0 80 0 0 81 -4984 2
0 80 1 0 79 -4954 -271
0 80 18 0 -733 -10049 -1941
0 80 19 0 4 -11124 842
0 81 0 0 132 -5173 36
0 81 1 0 112 -5184 -78
0 81 2 0 375 -4944 -561
0 81 4 0 433 -5088 -907
0 81 6 0 477 -5307 -1465
0 81 8 0 531 -5637 -2002
0 81 11 0 612 -6134 -2755
0 81 13 0 623 -6840 -3521
0 81 15 0 778 -7863 -4075
0 81 17 0 -78 -9029 -5065
0 81 18 0 -603 -10931 -2930
0 81 19 0 0 -11937 568
0 82 0 0 71 -5372 -1
0 82 1 0 50 -5364 -341
0 82 18 0 -804 -11429 -3234
0 82 19 0 -536 -12091 617
0 83 0 0 133 -5518 33
0 83 1 0 84 -5522 -105
0 83 2 0 348 -5357 -659
0 83 4 0 421 -5516 -1081
0 83 6 0 492 -5759 -1743
0 83 8 0 583 -6129 -2431
0 83 11 0 714 -6693 -3379
0 83 13 0 825 -7518 -4427
0 83 15 0 1051 -8691 -5403
0 83 17 0 169 -10226 -6756
0 83 18 0 -735 -12300 -4183
0 83 19 0 -929 -12183 451
0 84 0 0 56 -5619 -8
0 84 1 0 5 -5626 -421
0 84 18 0 -1055 -12977 -3938
0 84 19 0 -1635 -9996 1156
0 85 0 0 132 -5713 32
0 85 1 0 56 -5693 -136
0 85 2 0 319 -5632 -765
0 85 4 0 414 -5820 -1278
0 85 6 0 526 -6112 -2059
0 85 8 0 679 -6560 -2924
0 85 11 0 906 -7254 -4113
0 85 13 0 1234 -8291 -5515
0 85 15 0 1727 -9747 -7081
0 85 17 0 964 -11904 -8634
0 85 18 0 -652 -15531 -3355
0 85 19 0 -1401 -8257 2402
0 86 0 0 41 -5697 -16
0 86 1 0 -26 -5717 -509
0 86 18 0 520 -21027 -2949
0 86 19 0 527 -9888 4837
0 87 0 0 138 -5736 27
0 87 1 0 41 -5696 -177
0 87 2 0 298 -5759 -893
0 87 4 0 425 -5999 -1519
0 87 6 0 601 -6385 -2460
0 87 8 0 865 -6987 -3556
0 87 11 0 1330 -7932 -5089
0 87 13 0 2225 -9379 -7033
0 87 15 0 3459 -11703 -9350
0 87 17 0 3418 -15455 -10969
0 87 18 0 2079 -34860 -4891
0 87 19 0 1327 -10340 4770
0 88 0 0 25 -5596 -27
0 88 1 0 -49 -5647 -631
0 88 18 0 2302 -53991 -8094
0 88 19 0 1927 -22948 2858
0 89 0 0 146 -5560 21
0 89 1 0 28 -5529 -242
0 89 2 0 285 -5721 -1072
0 89 4 0 466 -6051 -1853
0 89 6 0 755 -6609 -3015
0 89 8 0 1261 -7489 -4460
0 89 11 0 2343 -8940 -6576
0 89 13 0 4190 -11722 -9432
0 89 15 0 5304 -16346 -12220
0 89 17 0 5301 -24312 -12646
0 89 18 0 -2618 -69932 -9903
0 89 19 0 2928 -55062 967
0 90 0 0 7 -5291 -36
0 90 1 0 -70 -5392 -791
0 90 18 0 -9457 -80981 -11507
0 90 19 0 -397 -110697 4476
0 91 0 0 160 -5167 11
0 91 1 0 12 -5157 -344
0 91 2 0 293 -5489 -1341
0 91 4 0 571 -5973 -2357
0 91 6 0 1084 -6833 -3878
0 91 8 0 2184 -8209 -5928
0 91 11 0 4310 -10872 -9404
0 91 13 0 5489 -16519 -14290
0 91 15 0 2020 -25832 -18981
0 91 17 0 -825 -37578 -17124
0 91 18 0 -14252 -85645 -14476
0 91 19 0 -476 -121842 6049
0 92 0 0 -6 -4741 -51
0 92 1 0 -93 -4915 -1014
0 92 18 0 -17605 -84733 -20852
0 92 19 0 -1745 -133060 8973
0 93 0 0 158 -4504 5
0 93 1 0 -7 -4521 -527
0 93 2 0 329 -5026 -1757
0 93 4 0 791 -5758 -3167
0 93 6 0 1815 -7129 -5284
0 93 8 0 4068 -9300 -8610
0 93 11 0 5841 -13120 -15525
0 93 13 0 -96 -22054 -26353
0 93 15 0 -7463 -35330 -36734
0 93 17 0 -14405 -44320 -36575
0 93 18 0 -20845 -81285 -26913
0 93 19 0 886 -140511 10884
0 94 0 0 -4 -3867 -72
0 94 1 0 -115 -4161 -1336
0 94 18 0 -24098 -73932 -33962
0 94 19 0 -13598 -102397 -1909
0 95 0 0 159 -3491 -3
0 95 1 0 -38 -3483 -800
0 95 2 0 435 -4197 -2390
0 95 4 0 1251 -5276 -4445
0 95 6 0 3362 -7612 -7528
0 95 8 0 6686 -10198 -13230
0 95 11 0 4014 -12962 -26157
0 95 13 0 -7396 -21195 -45115
0 95 15 0 -19922 -31854 -54855
0 95 17 0 -27247 -38220 -53603
0 95 18 0 -25400 -71373 -38953
0 95 19 0 -15643 -99293 -2743
0 96 0 0 -12 -2583 -85
0 96 1 0 -123 -2987 -1669
0 96 18 0 -31599 -69626 -44442
0 96 19 0 -23243 -93139 -5929
0 97 0 0 159 -2059 -22
0 97 1 0 58 -1934 -1191
0 97 2 0 534 -2939 -3176
0 97 4 0 1892 -4394 -6287
0 97 6 0 5864 -8124 -11797
0 97 8 0 10148 -9945 -23020
0 97 11 0 3582 -5126 -39994
0 97 13 0 -14303 -11268 -59350
0 97 15 0 -27645 -27310 -64356
0 97 17 0 -36534 -37350 -59199
0 97 18 0 -44862 -65532 -43461
0 97 19 0 -34152 -85991 -8737
0 98 0 0 17 -1062 -68
0 98 1 0 75 -1415 -1716
0 98 2 0 244 -1354 -2725
0 98 3 0 549 -1911 -4648
0 98 4 0 865 -1821 -6749
0 98 5 0 1980 -3182 -11120
0 98 6 0 3924 -4286 -18138
0 98 7 0 6661 -6598 -32289
0 98 8 0 7452 -8007 -54208
0 98 9 0 3964 -6809 -73305
0 98 10 0 -1583 -4866 -87304
0 98 11 0 -7945 -4889 -100064
0 98 12 0 -11859 -9366 -106880
0 98 13 0 -15238 -14768 -109854
0 98 14 0 -19776 -20561 -109633
0 98 15 0 -24575 -25581 -106824
0 98 16 0 -33860 -29869 -98690
0 98 17 0 -47830 -32094 -85414
0 98 18 0 -75278 -26314 -36676
0 98 19 0 -69617 -22635 -13828
0 99 0 0 27 -242 -633
0 99 1 0 81 -341 -1459
0 99 2 0 58 -206 -3024
0 99 3 0 169 -455 -4296
0 99 4 0 134 -250 -7170
0 99 5 0 328 -631 -9808
0 99 6 0 653 -884 -17604
0 99 7 0 2855 -1660 -25343
0 99 8 0 4800 -4999 -57678
0 99 9 0 3693 -5596 -70633
0 99 10 0 -1860 -4177 -103838
0 99 11 0 -3158 -3846 -111458
0 99 12 0 -6363 -2900 -127060
0 99 13 0 -8333 -3160 -128722
0 99 14 0 -11682 -3341 -131523
0 99 15 0 -15346 -3932 -128558
0 99 16 0 -25903 -5619 -113989
0 99 17 0 -35757 -6440 -101891
0 99 18 0 -71922 -11490 -30233
0 99 19 0 -8318 17106 25059
1 10 0 0 -585 34 19
1 10 1 0 -574 95 173
1 10 2 0 -753 0 269
1 10 3 0 -557 176 435
1 10 4 0 -518 -20 479
1 10 5 0 -417 117 610
1 10 6 0 -465 -88 652
1 10 7 0 -358 113 822
1 10 8 0 -452 -103 872
1 10 9 0 -308 109 1081
1 10 10 0 -406 -120 1153
1 10 11 0 -240 102 1324
1 10 12 0 -323 -154 1404
1 10 13 0 -150 96 1591
1 10 14 0 -95 -202 1682
1 10 15 0 87 101 1715
1 10 16 0 267 -340 1861
1 10 17 0 739 222 2058
1 10 18 0 1174 -181 2768
