env_min(m) 0.0000 0.0000 0.0000
env_max(m) 10.0000 10.0000 2.0000
NumCells_XYZ 100 100 20
CellSizes_XYZ[m] 0.1000 0.1000 0.1000
GasSourceLocation_XYZ[m] 2.4286 7.3571 0.5000
GasType ethanol
Cell_x	 Cell_y	 Cell_z	 Gas_conc[10^⁻3ppm]	 Wind_u[10^⁻3m/s]	 Wind_v[10^⁻3m/s]	 Wind_w[10^⁻3m/s]
0 21 11 0 3 88 0
0 21 13 0 3 88 0
0 21 15 0 3 88 0
0 21 17 0 2 87 0
0 21 18 0 2 105 7
0 21 19 0 -2 98 -2
0 22 0 0 0 100 1
0 22 1 0 1 101 7
0 22 18 0 2 99 -8
0 22 19 0 8 104 -23
0 23 0 0 11 96 5
0 23 1 0 1 95 -5
0 23 2 0 3 81 0
0 23 4 0 3 83 0
0 23 6 0 2 83 0
0 23 8 0 2 83 0
0 23 11 0 2 83 0
0 23 13 0 2 83 0
0 23 15 0 3 83 0
0 23 17 0 2 81 -1
0 23 18 0 2 96 6
0 23 19 0 -1 90 -2
0 24 0 0 -1 89 1
0 24 1 0 1 92 7
0 24 18 0 2 90 -7
0 24 19 0 8 93 -22
0 25 0 0 9 87 4
0 25 1 0 1 86 -6
0 25 2 0 3 73 0
0 25 4 0 3 74 0
0 25 6 0 3 74 0
0 25 8 0 3 74 0
0 25 11 0 3 74 0
0 25 13 0 3 74 0
0 25 15 0 3 74 0
0 25 17 0 3 73 0
0 25 18 0 2 87 7
0 25 19 0 -1 81 -1
0 26 0 0 -2 79 1
0 26 1 0 1 83 7
0 26 18 0 2 81 -7
0 26 19 0 7 82 -20
0 27 0 0 8 77 4
0 27 1 0 1 76 -5
0 27 2 0 3 66 0
0 27 4 0 3 67 0
0 27 6 0 3 67 0
0 27 8 0 3 67 0
0 27 11 0 3 67 0
0 27 13 0 3 67 0
0 27 15 0 3 67 0
0 27 17 0 3 66 0
0 27 18 0 2 77 6
0 27 19 0 -1 73 -1
0 28 0 0 -2 68 0
0 28 1 0 1 73 6
0 28 18 0 2 71 -7
0 28 19 0 6 71 -18
0 29 0 0 7 67 3
0 29 1 0 1 67 -5
0 29 2 0 3 58 0
0 29 4 0 3 58 0
0 29 6 0 3 58 0
0 29 8 0 3 58 0
0 29 11 0 3 58 0
0 29 13 0 3 58 0
0 29 15 0 3 58 0
0 29 17 0 3 57 0
0 29 18 0 2 68 6
0 29 19 0 -1 64 0
0 30 0 0 -2 58 0
0 30 1 0 1 63 6
0 30 18 0 2 62 -6
0 30 19 0 6 61 -16
0 31 0 0 6 57 3
0 31 1 0 1 57 -5
0 31 2 0 3 49 0
0 31 4 0 3 50 0
0 31 6 0 3 50 0
0 31 8 0 3 50 0
0 31 11 0 3 50 0
0 31 13 0 3 50 0
0 31 15 0 3 50 0
0 31 17 0 3 49 0
0 31 18 0 2 58 5
0 31 19 0 -1 55 0
0 32 0 0 -2 48 0
0 32 1 0 1 53 5
0 32 18 0 2 52 -5
0 32 19 0 5 51 -13
0 33 0 0 5 47 2
0 33 1 0 1 48 -5
0 33 2 0 3 42 0
0 33 4 0 3 42 0
0 33 6 0 3 42 0
0 33 8 0 3 42 0
0 33 11 0 3 42 0
0 33 13 0 3 42 0
0 33 15 0 3 42 0
0 33 17 0 3 41 0
0 33 18 0 2 48 5
0 33 19 0 -1 46 0
0 34 0 0 -2 39 0
0 34 1 0 1 44 5
0 34 18 0 2 43 -5
0 34 19 0 4 40 -11
0 35 0 0 4 37 2
0 35 1 0 1 38 -4
0 35 2 0 3 34 0
0 35 4 0 3 34 0
0 35 6 0 3 34 0
0 35 8 0 3 34 0
0 35 11 0 3 34 0
0 35 13 0 3 34 0
0 35 15 0 3 34 0
0 35 17 0 3 34 0
0 35 18 0 1 38 4
0 35 19 0 -1 37 0
0 36 0 0 -1 31 0
0 36 1 0 1 34 4
0 36 18 0 1 34 -4
0 36 19 0 3 31 -7
0 37 0 0 3 29 1
0 37 1 0 1 29 -3
0 37 2 0 3 27 0
0 37 4 0 3 27 0
0 37 6 0 3 27 0
0 37 8 0 3 27 0
0 37 11 0 3 27 0
0 37 13 0 3 27 0
0 37 15 0 3 27 0
0 37 17 0 3 26 0
0 37 18 0 1 29 3
0 37 19 0 0 29 0
0 38 0 0 0 23 0
0 38 1 0 1 26 3
0 38 18 0 1 26 -3
0 38 19 0 3 23 -4
0 39 0 0 3 20 1
0 39 1 0 1 19 -2
0 39 2 0 3 20 0
0 39 4 0 3 20 0
0 39 6 0 2 20 0
0 39 8 0 2 19 0
0 39 11 0 2 19 0
0 39 13 0 2 19 0
0 39 15 0 3 20 0
0 39 17 0 3 19 0
0 39 18 0 2 19 2
0 39 19 0 0 21 1
0 40 0 0 0 15 0
0 40 1 0 1 16 1
0 40 18 0 1 17 -2
0 40 19 0 2 16 -1
0 41 0 0 3 11 1
0 41 1 0 1 11 -1
0 41 2 0 3 13 0
0 41 4 0 3 13 0
0 41 6 0 3 12 0
0 41 8 0 3 12 0
0 41 11 0 3 12 0
0 41 13 0 3 12 0
0 41 15 0 3 13 0
0 41 17 0 3 13 0
0 41 18 0 1 10 1
0 41 19 0 0 13 1
0 42 0 0 0 8 0
0 42 1 0 1 9 0
0 42 2 0 0 8 -1
0 42 3 0 0 8 0
0 42 4 0 0 7 -1
0 42 5 0 0 7 0
0 42 6 0 0 7 0
0 42 7 0 0 7 0
0 42 8 0 0 7 0
0 42 9 0 0 7 0
0 42 10 0 0 7 0
0 42 11 0 0 7 0
0 42 12 0 0 7 0
0 42 13 0 0 7 0
0 42 14 0 0 7 0
0 42 15 0 0 7 1
0 42 16 0 0 8 0
0 42 17 0 0 7 1
0 42 18 0 0 9 0
0 42 19 0 1 8 0
0 43 0 0 2 5 0
0 43 1 0 1 4 0
0 43 2 0 0 4 0
0 43 3 0 1 5 0
0 43 4 0 0 4 0
0 43 5 0 1 4 0
0 43 6 0 1 4 0
0 43 7 0 1 4 0
0 43 8 0 1 4 0
0 43 9 0 1 4 0
0 43 10 0 1 4 0
0 43 11 0 1 4 0
0 43 12 0 1 4 0
0 43 13 0 1 4 0
0 43 14 0 1 4 0
0 43 15 0 0 4 0
0 43 16 0 1 4 0
0 43 17 0 0 4 0
0 43 18 0 1 4 0
0 43 19 0 1 7 0
0 44 0 0 2 0 0
0 44 1 0 3 1 0
0 44 2 0 3 1 0
0 44 3 0 3 1 0
0 44 4 0 2 1 0
0 44 5 0 3 1 0
0 44 6 0 2 1 0
0 44 7 0 2 1 0
0 44 8 0 2 1 0
0 44 9 0 2 1 0
0 44 10 0 2 1 0
0 44 11 0 2 1 0
0 44 12 0 2 1 0
0 44 13 0 2 1 0
0 44 14 0 3 1 0
0 44 15 0 2 1 0
0 44 16 0 3 1 0
0 44 17 0 3 1 0
0 44 18 0 3 0 0
0 44 19 0 4 0 0
0 57 0 0 1 -1 0
0 57 1 0 0 -1 0
0 57 2 0 1 -1 0
0 57 3 0 0 -1 0
0 57 4 0 1 -1 0
0 57 5 0 1 -1 0
0 57 6 0 1 -1 0
0 57 7 0 1 -1 0
0 57 8 0 1 -1 0
0 57 9 0 1 -1 0
0 57 10 0 1 -1 0
0 57 11 0 1 -1 0
0 57 12 0 1 -1 0
0 57 13 0 1 -1 0
0 57 14 0 1 -1 0
0 57 15 0 1 -1 0
0 57 16 0 0 -1 0
0 57 17 0 1 -1 0
0 57 18 0 0 -1 0
0 57 19 0 1 -1 0
0 58 0 0 2 -4 0
0 58 1 0 0 -3 0
0 58 2 0 0 -3 0
0 58 3 0 0 -3 0
0 58 4 0 0 -3 0
0 58 5 0 0 -3 0
0 58 6 0 0 -3 0
0 58 7 0 0 -3 0
0 58 8 0 0 -3 0
0 58 9 0 0 -3 0
0 58 10 0 0 -3 0
0 58 11 0 0 -3 0
0 58 12 0 0 -3 0
0 58 13 0 0 -3 0
0 58 14 0 0 -3 0
0 58 15 0 0 -3 0
0 58 16 0 0 -3 0
0 58 17 0 0 -3 0
0 58 18 0 0 -3 0
0 58 19 0 0 -2 0
0 59 0 0 1 -4 0
0 59 1 0 0 -6 0
0 59 2 0 0 -5 0
0 59 3 0 0 -5 0
0 59 4 0 0 -5 0
0 59 5 0 0 -5 0
0 59 6 0 0 -5 0
0 59 7 0 0 -5 0
0 59 8 0 0 -5 0
0 59 9 0 0 -5 0
0 59 10 0 0 -5 0
0 59 11 0 0 -5 0
0 59 12 0 0 -5 0
0 59 13 0 0 -5 0
0 59 14 0 0 -5 0
0 59 15 0 0 -5 0
0 59 16 0 0 -5 0
0 59 17 0 0 -5 0
0 59 18 0 0 -6 0
0 59 19 0 0 -4 0
0 60 0 0 1 -7 0
0 60 1 0 0 -6 0
0 60 18 0 0 -6 0
0 60 19 0 0 -8 0
0 61 0 0 2 -8 0
0 61 1 0 1 -10 2
0 61 2 0 2 -9 0
0 61 4 0 2 -9 0
0 61 6 0 2 -9 0
0 61 8 0 2 -9 0
0 61 11 0 2 -9 0
0 61 13 0 2 -9 0
0 61 15 0 2 -9 0
0 61 17 0 2 -9 0
0 61 18 0 1 -10 -2
0 61 19 0 0 -9 0
0 62 0 0 1 -12 0
0 62 1 0 0 -12 -1
0 62 2 0 1 -14 0
0 62 4 0 1 -14 0
0 62 6 0 1 -14 0
0 62 8 0 1 -14 0
0 62 11 0 1 -14 0
0 62 13 0 1 -14 0
0 62 15 0 1 -14 0
0 62 17 0 1 -14 0
0 62 18 0 0 -12 1
0 62 19 0 0 -12 0
0 63 0 0 2 -13 1
0 63 1 0 1 -15 2
0 63 18 0 1 -15 -2
0 63 19 0 0 -13 0
0 64 0 0 0 -15 0
0 64 1 0 0 -17 -2
0 64 2 0 1 -17 0
0 64 4 0 1 -18 0
0 64 6 0 1 -18 0
0 64 8 0 1 -18 0
0 64 11 0 1 -18 0
0 64 13 0 1 -18 0
0 64 15 0 1 -18 0
0 64 17 0 1 -17 0
0 64 18 0 0 -17 2
0 64 19 0 0 -15 0
0 65 0 0 0 -16 0
0 65 1 0 0 -18 2
0 65 18 0 0 -18 -2
0 65 19 0 1 -16 -1
0 66 0 0 0 -18 0
0 66 1 0 0 -20 -2
0 66 2 0 0 -20 0
0 66 4 0 0 -20 0
0 66 6 0 0 -20 0
0 66 8 0 0 -20 0
0 66 11 0 0 -20 0
0 66 13 0 0 -20 0
0 66 15 0 0 -20 0
0 66 17 0 0 -20 0
0 66 18 0 0 -20 2
0 66 19 0 0 -17 0
0 67 0 0 0 -18 0
0 67 1 0 0 -21 3
0 67 18 0 0 -21 -3
0 67 19 0 1 -18 -1
0 68 0 0 0 -18 0
0 68 1 0 0 -21 -3
0 68 2 0 0 -21 0
0 68 4 0 0 -21 0
0 68 6 0 0 -21 0
0 68 8 0 0 -21 0
0 68 11 0 0 -21 0
0 68 13 0 0 -21 0
0 68 15 0 0 -21 0
0 68 17 0 0 -21 0
0 68 18 0 0 -21 3
0 68 19 0 0 -19 0
0 69 0 0 0 -18 0
0 69 1 0 0 -21 3
0 69 18 0 0 -21 -3
0 69 19 0 1 -19 0
0 70 0 0 0 -17 0
0 70 1 0 0 -20 -3
0 70 18 0 0 -20 3
0 70 19 0 -1 -18 1
0 71 0 0 0 -18 0
0 71 1 0 0 -19 2
0 71 2 0 0 -20 0
0 71 4 0 0 -20 0
0 71 6 0 0 -20 0
0 71 8 0 0 -20 0
0 71 11 0 0 -20 0
0 71 13 0 0 -20 0
0 71 15 0 0 -20 0
0 71 17 0 0 -20 0
0 71 18 0 0 -19 -2
0 71 19 0 0 -17 0
0 72 0 0 -2 -15 -1
0 72 1 0 -1 -18 -2
0 72 2 0 -1 -16 0
0 72 4 0 -1 -17 0
0 72 6 0 -1 -17 0
0 72 8 0 -1 -17 0
0 72 11 0 -1 -17 0
0 72 13 0 -1 -17 0
0 72 15 0 -1 -17 0
0 72 17 0 -1 -16 0
0 72 18 0 -1 -18 2
0 72 19 0 0 -15 0
0 73 0 0 0 -15 0
0 73 1 0 0 -15 1
0 73 18 0 0 -15 -1
0 73 19 0 0 -14 0
0 74 0 0 -2 -11 0
0 74 1 0 -1 -13 -2
0 74 4 0 -1 -13 0
0 74 6 0 -2 -13 0
0 74 8 0 -1 -13 0
0 74 11 0 -1 -13 0
0 74 13 0 -2 -13 0
0 74 15 0 -1 -13 0
0 74 18 0 -1 -13 2
0 74 19 0 0 -11 0
0 75 0 0 -1 -10 0
0 75 1 0 0 -10 1
0 75 2 0 -2 -13 0
0 75 17 0 -2 -13 0
0 75 18 0 0 -10 -1
0 75 19 0 0 -10 0
0 76 0 0 -2 -6 0
0 76 1 0 0 -8 -1
0 76 2 0 0 -7 0
0 76 3 0 0 -7 0
0 76 4 0 0 -7 0
0 76 5 0 0 -7 0
0 76 6 0 0 -7 0
0 76 7 0 0 -7 0
0 76 8 0 0 -7 0
0 76 9 0 0 -7 0
0 76 10 0 0 -7 0
0 76 11 0 0 -7 0
0 76 12 0 0 -7 0
0 76 13 0 0 -7 0
0 76 14 0 0 -7 0
0 76 15 0 0 -7 0
0 76 16 0 0 -7 0
0 76 17 0 0 -7 0
0 76 18 0 0 -8 1
0 76 19 0 0 -7 0
0 77 0 0 -2 -6 0
0 77 1 0 0 -5 0
0 77 2 0 0 -4 0
0 77 3 0 0 -4 0
0 77 4 0 0 -4 0
0 77 5 0 0 -4 0
0 77 6 0 0 -4 0
0 77 7 0 0 -4 0
0 77 8 0 0 -4 0
0 77 9 0 0 -4 0
0 77 10 0 0 -4 0
0 77 11 0 0 -4 0
0 77 12 0 0 -4 0
0 77 13 0 0 -4 0
0 77 14 0 0 -4 0
0 77 15 0 0 -4 0
0 77 16 0 0 -4 0
0 77 17 0 0 -4 0
0 77 18 0 0 -5 0
0 77 19 0 0 -6 0
0 78 0 0 -1 -1 0
0 78 1 0 0 0 0
0 78 2 0 0 -1 0
0 78 3 0 0 -1 0
0 78 4 0 0 -1 0
0 78 5 0 0 -1 0
0 78 6 0 0 -1 0
0 78 7 0 0 -1 0
0 78 8 0 0 -1 0
0 78 9 0 0 -1 0
0 78 10 0 0 -1 0
0 78 11 0 0 -1 0
0 78 12 0 0 -1 0
0 78 13 0 0 -1 0
0 78 14 0 0 -1 0
0 78 15 0 0 -1 0
0 78 16 0 0 -1 0
0 78 17 0 0 -1 0
0 78 18 0 0 -1 0
0 78 19 0 0 -1 0
0 79 0 0 0 0 0
0 79 19 0 0 0 0
0 80 0 0 0 -1 0
0 80 1 0 0 -1 0
0 80 2 0 0 -1 0
0 80 3 0 0 -1 0
0 80 4 0 0 -1 0
0 80 5 0 0 -1 0
0 80 6 0 0 -1 0
0 80 7 0 0 -1 0
0 80 8 0 0 -1 0
0 80 9 0 0 -1 0
0 80 10 0 0 -1 0
0 80 11 0 0 -1 0
0 80 12 0 0 -1 0
0 80 13 0 0 -1 0
0 80 14 0 0 -1 0
0 80 15 0 0 -1 0
0 80 16 0 0 -1 0
0 80 17 0 0 -1 0
0 80 18 0 0 -1 0
0 80 19 0 0 -1 0
0 81 0 0 0 -3 0
0 81 1 0 0 -3 0
0 81 2 0 0 -2 0
0 81 3 0 0 -3 0
0 81 4 0 0 -2 0
0 81 5 0 0 -2 0
0 81 6 0 0 -2 0
0 81 7 0 0 -2 0
0 81 8 0 0 -2 0
0 81 9 0 0 -2 0
0 81 10 0 0 -2 0
0 81 11 0 0 -2 0
0 81 12 0 0 -2 0
0 81 13 0 0 -2 0
0 81 14 0 0 -2 0
0 81 15 0 0 -2 0
0 81 16 0 0 -3 0
0 81 17 0 0 -2 0
0 81 18 0 0 -3 0
0 81 19 0 0 -3 0
0 82 0 0 0 -4 0
0 82 1 0 0 -4 0
0 82 2 0 1 -6 0
0 82 4 0 1 -6 0
0 82 6 0 1 -6 0
0 82 9 0 1 -6 0
0 82 11 0 1 -6 0
0 82 13 0 1 -6 0
0 82 15 0 1 -6 0
0 82 17 0 1 -6 0
0 82 18 0 0 -4 0
0 82 19 0 0 -4 0
0 83 0 0 0 -6 0
0 83 1 0 0 -7 1
0 83 18 0 0 -7 0
0 83 19 0 0 -7 0
0 84 0 0 0 -7 0
0 84 1 0 0 -9 -1
0 84 2 0 1 -9 0
0 84 4 0 1 -9 0
0 84 6 0 1 -9 0
0 84 9 0 1 -9 0
0 84 11 0 1 -9 0
0 84 13 0 1 -9 0
0 84 15 0 1 -9 0
0 84 17 0 1 -9 0
0 84 18 0 0 -8 0
0 84 19 0 0 -8 0
0 85 0 0 0 -9 0
0 85 1 0 0 -10 1
0 85 18 0 0 -12 0
0 85 19 0 0 -10 0
0 86 0 0 0 -10 0
0 86 1 0 0 -12 -1
0 86 2 0 1 -12 0
0 86 4 0 1 -12 0
0 86 6 0 1 -12 0
0 86 9 0 1 -12 0
0 86 11 0 1 -12 0
0 86 13 0 1 -12 0
0 86 15 0 1 -12 0
0 86 17 0 1 -12 0
0 86 18 0 0 -12 0
0 86 19 0 0 -12 0
0 87 0 0 0 -11 0
0 87 1 0 0 -13 2
0 87 18 0 0 -15 0
0 87 19 0 0 -13 0
0 88 0 0 0 -12 0
0 88 1 0 0 -15 -2
0 88 2 0 0 -14 0
0 88 4 0 0 -14 0
0 88 6 0 0 -14 0
0 88 9 0 0 -14 0
0 88 11 0 0 -14 0
0 88 13 0 0 -14 0
0 88 15 0 0 -14 0
0 88 17 0 0 -14 0
0 88 18 0 0 -15 0
0 88 19 0 0 -14 0
0 89 0 0 0 -13 0
0 89 1 0 0 -15 2
0 89 18 0 0 -16 0
0 89 19 0 0 -15 0
0 90 0 0 0 -13 0
0 90 1 0 0 -15 -2
0 90 6 0 0 -15 0
0 90 18 0 0 -16 0
0 90 19 0 0 -15 0
0 91 0 0 0 -13 0
0 91 1 0 0 -15 2
0 91 2 0 0 -15 0
0 91 4 0 0 -15 0
0 91 9 0 0 -15 0
0 91 11 0 0 -15 0
0 91 13 0 0 -15 0
0 91 15 0 0 -15 0
0 91 17 0 0 -15 0
0 91 18 0 0 -16 0
0 91 19 0 0 -15 0
0 92 0 0 0 -12 0
0 92 1 0 0 -15 -2
0 92 18 0 0 -16 0
0 92 19 0 0 -14 0
0 93 0 0 0 -11 0
0 93 1 0 0 -14 1
0 93 2 0 0 -14 0
0 93 4 0 0 -14 0
0 93 6 0 0 -14 0
0 93 9 0 0 -14 0
0 93 11 0 0 -14 0
0 93 13 0 0 -14 0
0 93 15 0 0 -14 0
0 93 17 0 0 -14 0
0 93 18 0 0 -14 0
0 93 19 0 0 -13 0
0 94 0 0 0 -10 0
0 94 1 0 0 -12 -2
0 94 18 0 0 -14 0
0 94 19 0 0 -12 0
0 95 0 0 0 -9 0
0 95 1 0 0 -10 1
0 95 2 0 -1 -11 0
0 95 4 0 -1 -11 0
0 95 6 0 -1 -11 0
0 95 9 0 -1 -11 0
0 95 11 0 -1 -11 0
0 95 13 0 -1 -11 0
0 95 15 0 -1 -11 0
0 95 17 0 -1 -11 0
0 95 18 0 0 -10 0
0 95 19 0 0 -10 0
0 96 0 0 -1 -7 0
0 96 1 0 0 -8 -1
0 96 18 0 0 -9 0
0 96 19 0 0 -8 0
0 97 0 0 -1 -5 0
0 97 1 0 0 -5 0
0 97 2 0 -1 -7 0
0 97 4 0 -1 -7 0
0 97 6 0 -1 -7 0
0 97 9 0 -1 -7 0
0 97 11 0 -1 -7 0
0 97 13 0 -1 -7 0
0 97 15 0 -1 -7 0
0 97 17 0 -1 -7 0
0 97 18 0 0 -5 0
0 97 19 0 0 -5 0
0 98 0 0 -1 -3 0
0 98 1 0 0 -4 0
0 98 2 0 0 -3 0
0 98 3 0 0 -3 0
0 98 4 0 0 -3 0
0 98 5 0 0 -3 0
0 98 6 0 0 -3 0
0 98 7 0 0 -3 0
0 98 8 0 0 -3 0
0 98 9 0 0 -3 0
0 98 10 0 0 -3 0
0 98 11 0 0 -3 0
0 98 12 0 0 -3 0
0 98 13 0 0 -3 0
0 98 14 0 0 -3 0
0 98 15 0 0 -3 0
0 98 16 0 0 -3 0
0 98 17 0 0 -3 0
0 98 18 0 0 -4 0
0 98 19 0 0 -4 0
0 99 0 0 0 0 0
0 99 1 0 0 0 0
0 99 2 0 0 -1 0
0 99 3 0 0 -1 0
0 99 4 0 0 -1 0
0 99 5 0 0 -1 0
0 99 6 0 0 -1 0
0 99 7 0 0 -1 0
0 99 8 0 0 -1 0
0 99 9 0 0 -1 0
0 99 10 0 0 -1 0
0 99 11 0 0 0 0
0 99 12 0 0 0 0
0 99 13 0 0 0 0
0 99 14 0 0 0 0
0 99 15 0 0 0 0
0 99 16 0 0 0 0
0 99 17 0 0 0 0
0 99 18 0 -1 0 0
0 99 19 0 0 0 0
1 10 0 0 3 136 -2
1 10 1 0 7 96 2
1 10 2 0 3 100 -1
1 10 3 0 7 97 1
1 10 4 0 3 99 -1
1 10 5 0 8 98 0
1 10 6 0 3 98 -2
1 10 7 0 8 99 0
1 10 8 0 3 98 -1
1 10 9 0 8 99 0
1 10 10 0 3 98 -2
1 10 11 0 8 99 0
1 10 12 0 3 98 -1
1 10 13 0 8 99 0
1 10 14 0 3 98 -1
1 10 15 0 7 98 -1
1 10 16 0 2 97 0
1 10 17 0 6 100 -4
1 10 18 0 3 101 -7
1 10 19 0 -7 158 -5
1 11 0 0 -3 120 4
1 11 1 0 0 111 2
1 11 2 0 -5 113 0
1 11 3 0 -1 110 0
1 11 4 0 -8 111 0
1 11 5 0 -8 110 0
1 11 6 0 -10 110 0
1 11 7 0 -10 110 0
1 11 8 0 -10 110 0
1 11 9 0 -11 110 0
1 11 10 0 -11 110 0
1 11 11 0 -10 110 0
1 11 12 0 -10 110 0
1 11 13 0 -10 110 0
1 11 14 0 -7 110 0
1 11 15 0 -8 111 0
1 11 16 0 -1 110 0
1 11 17 0 -6 113 0
1 11 18 0 0 113 -2
1 11 19 0 -1 112 -7
1 12 0 0 12 115 -3
1 12 1 0 -2 101 -8
1 12 2 0 3 103 -2
1 12 3 0 1 100 -1
1 12 4 0 0 101 0
1 12 5 0 0 101 0
1 12 6 0 0 100 0
1 12 7 0 0 101 0
1 12 8 0 0 100 0
1 12 9 0 0 101 0
1 12 10 0 0 101 0
1 12 11 0 0 100 0
1 12 12 0 0 101 0
1 12 13 0 0 100 0
1 12 14 0 0 100 0
1 12 15 0 0 101 0
1 12 16 0 1 100 1
1 12 17 0 4 104 2
1 12 18 0 -4 101 8
1 12 19 0 9 116 3
1 13 0 0 -10 116 0
1 13 1 0 -4 111 -5
1 13 2 0 4 102 -1
1 13 3 0 3 103 -1
1 13 4 0 5 104 0
1 13 5 0 5 103 -1
1 13 6 0 4 105 0
1 13 7 0 5 105 0
1 13 8 0 5 105 0
1 13 9 0 6 105 0
1 13 10 0 6 105 0
1 13 11 0 5 105 0
1 13 12 0 5 105 0
1 13 13 0 4 105 0
1 13 14 0 5 104 1
1 13 15 0 5 104 0
1 13 16 0 2 103 2
1 13 17 0 4 102 1
1 13 18 0 -7 113 6
1 13 19 0 -10 118 0
1 14 0 0 9 112 -1
1 14 1 0 0 109 0
1 14 18 0 0 111 0
1 14 19 0 11 112 0
1 15 0 0 -4 115 -2
1 15 1 0 2 104 1
1 15 18 0 3 103 0
1 15 19 0 -3 111 2
1 16 0 0 10 115 -1
1 16 1 0 -6 104 -11
1 16 18 0 -8 102 13
1 16 19 0 10 113 2
1 17 0 0 -3 117 -1
1 17 1 0 3 101 0
1 17 18 0 5 102 1
1 17 19 0 -3 116 2
1 18 0 0 11 115 0
